date,facility_id,facility_name,facility_type,location,drug_id,drug_name,category,current_stock,min_stock,daily_usage,lead_time_days
1/30/2024,5,Alex Central Hospital,Hospital,Alexandria,106,Metformin,Diabetes,281,52,8,13
6/14/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,85,35,5,3
2/14/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,88,68,4,3
4/28/2024,6,Delta Medical Center,Clinic,Mansoura,104,Insulin,Diabetes,298,68,20,8
6/13/2024,6,Delta Medical Center,Clinic,Mansoura,105,Aspirin,Cardio,175,75,12,3
4/30/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,236,60,11,13
1/15/2024,3,Giza Health Center,Clinic,Giza,105,Aspirin,Cardio,190,52,4,5
1/10/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,39,43,11,2
6/6/2024,6,Delta Medical Center,Clinic,Mansoura,101,Paracetamol,Painkiller,269,44,16,10
1/11/2024,5,Alex Central Hospital,Hospital,Alexandria,106,Metformin,Diabetes,240,78,20,11
6/3/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,253,52,6,1
3/28/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,53,52,7,1
4/22/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,234,53,18,10
4/5/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,154,44,15,13
6/2/2024,3,Giza Health Center,Clinic,Giza,106,Metformin,Diabetes,36,70,12,2
5/22/2024,3,Giza Health Center,Clinic,Giza,101,Paracetamol,Painkiller,207,38,10,12
2/8/2024,6,Delta Medical Center,Clinic,Mansoura,105,Aspirin,Cardio,180,25,20,11
3/20/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,210,28,4,5
6/13/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,178,72,6,11
6/24/2024,6,Delta Medical Center,Clinic,Mansoura,106,Metformin,Diabetes,279,25,15,9
4/2/2024,3,Giza Health Center,Clinic,Giza,101,Paracetamol,Painkiller,168,31,8,6
2/27/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,80,29,4,5
5/18/2024,1,Cairo General Hospital,Hospital,Cairo,105,Aspirin,Cardio,279,22,12,13
6/1/2024,5,Alex Central Hospital,Hospital,Alexandria,102,Amoxicillin,Antibiotic,202,29,7,3
2/12/2024,6,Delta Medical Center,Clinic,Mansoura,105,Aspirin,Cardio,234,22,15,6
3/1/2024,6,Delta Medical Center,Clinic,Mansoura,106,Metformin,Diabetes,237,59,11,13
2/29/2024,6,Delta Medical Center,Clinic,Mansoura,104,Insulin,Diabetes,283,35,11,13
4/4/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,235,49,11,13
5/15/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,224,30,8,13
3/5/2024,5,Alex Central Hospital,Hospital,Alexandria,102,Amoxicillin,Antibiotic,36,61,17,14
1/27/2024,3,Giza Health Center,Clinic,Giza,105,Aspirin,Cardio,274,74,5,5
3/10/2024,1,Cairo General Hospital,Hospital,Cairo,102,Amoxicillin,Antibiotic,240,77,18,3
2/26/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,240,76,13,1
4/11/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,267,43,9,7
2/27/2024,1,Cairo General Hospital,Hospital,Cairo,103,Ibuprofen,Painkiller,24,40,5,14
3/26/2024,6,Delta Medical Center,Clinic,Mansoura,106,Metformin,Diabetes,84,28,3,5
2/5/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,250,48,2,2
2/25/2024,1,Cairo General Hospital,Hospital,Cairo,103,Ibuprofen,Painkiller,86,55,18,7
3/1/2024,1,Cairo General Hospital,Hospital,Cairo,103,Ibuprofen,Painkiller,164,27,3,4
6/8/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,244,24,5,14
5/17/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,18,60,18,10
2/6/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,159,47,2,10
5/26/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,223,31,4,9
5/14/2024,3,Giza Health Center,Clinic,Giza,101,Paracetamol,Painkiller,288,52,18,9
4/30/2024,1,Cairo General Hospital,Hospital,Cairo,104,Insulin,Diabetes,32,60,14,6
1/5/2024,3,Giza Health Center,Clinic,Giza,106,Metformin,Diabetes,192,70,4,6
6/17/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,63,69,20,12
1/12/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,190,54,12,14
6/24/2024,6,Delta Medical Center,Clinic,Mansoura,102,Amoxicillin,Antibiotic,247,64,17,11
1/17/2024,2,El Amal Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,244,22,11,4
1/11/2024,1,Cairo General Hospital,Hospital,Cairo,102,Amoxicillin,Antibiotic,171,79,11,9
5/1/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,139,22,8,5
6/16/2024,3,Giza Health Center,Clinic,Giza,101,Paracetamol,Painkiller,179,37,5,13
4/12/2024,3,Giza Health Center,Clinic,Giza,104,Insulin,Diabetes,235,77,14,6
6/26/2024,2,El Amal Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,264,43,18,5
4/18/2024,1,Cairo General Hospital,Hospital,Cairo,106,Metformin,Diabetes,50,47,7,9
1/27/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,50,40,11,5
4/19/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,95,64,16,6
3/31/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,232,37,3,2
4/13/2024,6,Delta Medical Center,Clinic,Mansoura,106,Metformin,Diabetes,196,52,7,1
6/22/2024,2,El Amal Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,234,22,6,2
4/3/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,195,44,20,1
6/22/2024,5,Alex Central Hospital,Hospital,Alexandria,102,Amoxicillin,Antibiotic,240,80,13,6
5/26/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,80,53,13,7
3/12/2024,3,Giza Health Center,Clinic,Giza,106,Metformin,Diabetes,137,27,2,12
5/12/2024,2,El Amal Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,208,78,19,2
6/29/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,238,33,11,12
2/1/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,79,74,4,8
4/23/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,54,71,12,11
1/17/2024,3,Giza Health Center,Clinic,Giza,106,Metformin,Diabetes,291,54,11,5
6/28/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,99,70,13,9
2/21/2024,2,El Amal Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,81,35,17,1
5/26/2024,3,Giza Health Center,Clinic,Giza,105,Aspirin,Cardio,198,49,19,3
1/17/2024,5,Alex Central Hospital,Hospital,Alexandria,101,Paracetamol,Painkiller,168,45,17,9
5/27/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,47,28,12,11
4/29/2024,1,Cairo General Hospital,Hospital,Cairo,104,Insulin,Diabetes,274,42,6,14
5/30/2024,5,Alex Central Hospital,Hospital,Alexandria,106,Metformin,Diabetes,103,69,6,7
2/1/2024,5,Alex Central Hospital,Hospital,Alexandria,101,Paracetamol,Painkiller,275,29,11,3
2/27/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,187,80,18,5
2/20/2024,1,Cairo General Hospital,Hospital,Cairo,103,Ibuprofen,Painkiller,292,37,6,11
5/16/2024,3,Giza Health Center,Clinic,Giza,105,Aspirin,Cardio,57,52,7,10
2/13/2024,5,Alex Central Hospital,Hospital,Alexandria,102,Amoxicillin,Antibiotic,182,73,20,1
1/12/2024,1,Cairo General Hospital,Hospital,Cairo,101,Paracetamol,Painkiller,145,61,8,13
6/7/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,25,51,19,5
5/3/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,135,71,14,5
6/25/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,40,30,16,7
2/22/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,184,58,6,6
3/29/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,214,28,13,9
3/22/2024,5,Alex Central Hospital,Hospital,Alexandria,101,Paracetamol,Painkiller,133,49,5,5
2/6/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,59,23,11,7
3/4/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,91,72,12,10
2/18/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,91,51,18,8
5/7/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,21,25,14,9
2/25/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,190,23,3,5
6/16/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,250,38,19,1
2/4/2024,1,Cairo General Hospital,Hospital,Cairo,104,Insulin,Diabetes,145,66,13,13
1/12/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,215,23,20,9
5/21/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,157,24,14,9
3/12/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,70,28,5,7
5/22/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,197,68,6,4
4/12/2024,5,Alex Central Hospital,Hospital,Alexandria,105,Aspirin,Cardio,266,22,3,1
3/26/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,252,53,16,3
2/5/2024,5,Alex Central Hospital,Hospital,Alexandria,105,Aspirin,Cardio,177,79,12,3
3/17/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,182,52,18,9
5/24/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,163,50,2,6
1/29/2024,3,Giza Health Center,Clinic,Giza,106,Metformin,Diabetes,223,57,11,13
6/10/2024,6,Delta Medical Center,Clinic,Mansoura,106,Metformin,Diabetes,23,58,17,5
5/27/2024,6,Delta Medical Center,Clinic,Mansoura,105,Aspirin,Cardio,126,66,3,10
5/14/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,204,29,9,1
1/29/2024,5,Alex Central Hospital,Hospital,Alexandria,106,Metformin,Diabetes,107,21,16,6
4/15/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,114,46,18,13
1/16/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,80,53,8,9
5/2/2024,3,Giza Health Center,Clinic,Giza,106,Metformin,Diabetes,279,44,12,3
3/28/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,289,42,10,10
3/4/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,152,55,11,4
6/29/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,116,64,17,6
5/23/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,150,38,5,10
4/7/2024,6,Delta Medical Center,Clinic,Mansoura,105,Aspirin,Cardio,212,72,13,13
1/11/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,157,65,4,6
3/6/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,255,33,8,14
5/23/2024,5,Alex Central Hospital,Hospital,Alexandria,103,Ibuprofen,Painkiller,149,28,5,10
3/2/2024,6,Delta Medical Center,Clinic,Mansoura,105,Aspirin,Cardio,134,23,18,4
1/14/2024,6,Delta Medical Center,Clinic,Mansoura,102,Amoxicillin,Antibiotic,61,46,12,12
6/23/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,80,20,19,3
5/1/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,254,61,8,13
3/14/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,40,78,4,11
5/16/2024,5,Alex Central Hospital,Hospital,Alexandria,102,Amoxicillin,Antibiotic,29,78,7,7
4/11/2024,2,El Amal Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,263,31,11,1
5/25/2024,1,Cairo General Hospital,Hospital,Cairo,103,Ibuprofen,Painkiller,64,79,12,5
5/19/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,278,51,6,14
3/10/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,108,71,5,6
4/27/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,141,65,7,1
3/16/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,300,63,8,3
4/13/2024,5,Alex Central Hospital,Hospital,Alexandria,106,Metformin,Diabetes,228,52,12,2
1/25/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,104,28,17,6
3/7/2024,2,El Amal Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,206,35,16,13
3/18/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,15,36,13,12
6/19/2024,2,El Amal Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,70,49,11,3
5/8/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,169,64,5,11
6/6/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,123,34,6,8
6/4/2024,2,El Amal Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,201,46,19,8
2/25/2024,5,Alex Central Hospital,Hospital,Alexandria,106,Metformin,Diabetes,136,63,4,9
6/29/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,195,24,20,2
5/9/2024,1,Cairo General Hospital,Hospital,Cairo,105,Aspirin,Cardio,113,56,19,3
5/13/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,236,27,8,12
1/24/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,271,48,3,8
4/16/2024,2,El Amal Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,243,56,3,9
3/19/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,21,45,10,14
2/25/2024,1,Cairo General Hospital,Hospital,Cairo,106,Metformin,Diabetes,47,22,15,6
5/18/2024,6,Delta Medical Center,Clinic,Mansoura,101,Paracetamol,Painkiller,40,79,4,8
4/14/2024,1,Cairo General Hospital,Hospital,Cairo,103,Ibuprofen,Painkiller,102,69,6,13
6/14/2024,6,Delta Medical Center,Clinic,Mansoura,106,Metformin,Diabetes,225,43,14,8
1/21/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,286,28,13,2
4/10/2024,2,El Amal Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,280,28,9,14
3/17/2024,1,Cairo General Hospital,Hospital,Cairo,101,Paracetamol,Painkiller,247,63,19,7
2/28/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,136,49,13,3
1/29/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,26,71,15,10
2/22/2024,1,Cairo General Hospital,Hospital,Cairo,102,Amoxicillin,Antibiotic,44,26,3,8
6/29/2024,5,Alex Central Hospital,Hospital,Alexandria,106,Metformin,Diabetes,34,35,3,7
5/18/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,121,68,3,3
2/29/2024,5,Alex Central Hospital,Hospital,Alexandria,103,Ibuprofen,Painkiller,173,56,12,4
6/18/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,276,34,15,5
5/22/2024,3,Giza Health Center,Clinic,Giza,101,Paracetamol,Painkiller,99,60,15,9
3/29/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,205,70,18,6
4/14/2024,6,Delta Medical Center,Clinic,Mansoura,104,Insulin,Diabetes,86,39,14,3
3/2/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,125,39,6,13
5/23/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,221,46,19,9
3/3/2024,2,El Amal Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,140,33,12,11
4/4/2024,1,Cairo General Hospital,Hospital,Cairo,104,Insulin,Diabetes,57,54,8,1
6/21/2024,3,Giza Health Center,Clinic,Giza,104,Insulin,Diabetes,30,75,4,4
6/20/2024,5,Alex Central Hospital,Hospital,Alexandria,106,Metformin,Diabetes,296,33,17,4
1/4/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,118,79,8,12
5/2/2024,1,Cairo General Hospital,Hospital,Cairo,106,Metformin,Diabetes,134,64,8,7
3/23/2024,2,El Amal Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,154,44,16,9
3/19/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,143,43,18,8
4/30/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,173,78,8,6
1/12/2024,3,Giza Health Center,Clinic,Giza,104,Insulin,Diabetes,298,75,9,12
3/7/2024,2,El Amal Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,293,79,20,10
3/16/2024,6,Delta Medical Center,Clinic,Mansoura,104,Insulin,Diabetes,88,32,12,4
3/3/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,265,55,12,5
6/13/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,261,49,7,12
2/5/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,289,51,7,9
5/14/2024,6,Delta Medical Center,Clinic,Mansoura,101,Paracetamol,Painkiller,27,73,4,14
1/2/2024,6,Delta Medical Center,Clinic,Mansoura,101,Paracetamol,Painkiller,221,28,9,2
1/3/2024,6,Delta Medical Center,Clinic,Mansoura,102,Amoxicillin,Antibiotic,121,52,16,6
6/12/2024,1,Cairo General Hospital,Hospital,Cairo,105,Aspirin,Cardio,257,62,17,1
5/21/2024,1,Cairo General Hospital,Hospital,Cairo,105,Aspirin,Cardio,220,20,2,9
5/17/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,156,21,18,14
4/20/2024,6,Delta Medical Center,Clinic,Mansoura,106,Metformin,Diabetes,101,26,5,9
2/19/2024,2,El Amal Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,279,36,13,5
4/5/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,217,49,20,4
3/17/2024,6,Delta Medical Center,Clinic,Mansoura,102,Amoxicillin,Antibiotic,51,61,3,2
4/6/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,292,50,3,11
2/13/2024,1,Cairo General Hospital,Hospital,Cairo,106,Metformin,Diabetes,52,51,15,11
1/25/2024,3,Giza Health Center,Clinic,Giza,105,Aspirin,Cardio,280,78,3,4
5/25/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,253,37,3,2
5/19/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,298,62,3,3
2/23/2024,3,Giza Health Center,Clinic,Giza,101,Paracetamol,Painkiller,83,68,14,2
5/24/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,133,56,14,11
4/8/2024,5,Alex Central Hospital,Hospital,Alexandria,103,Ibuprofen,Painkiller,81,70,4,9
1/14/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,60,47,9,14
6/3/2024,1,Cairo General Hospital,Hospital,Cairo,103,Ibuprofen,Painkiller,213,69,12,1
4/25/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,261,34,13,9
2/17/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,104,Insulin,Diabetes,204,25,11,13
1/19/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,52,37,6,7
2/9/2024,6,Delta Medical Center,Clinic,Mansoura,106,Metformin,Diabetes,209,40,13,2
3/19/2024,1,Cairo General Hospital,Hospital,Cairo,101,Paracetamol,Painkiller,237,43,10,2
2/17/2024,2,El Amal Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,230,48,19,9
1/27/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,23,25,13,9
6/2/2024,1,Cairo General Hospital,Hospital,Cairo,105,Aspirin,Cardio,176,75,14,1
4/9/2024,3,Giza Health Center,Clinic,Giza,104,Insulin,Diabetes,53,66,19,4
2/13/2024,5,Alex Central Hospital,Hospital,Alexandria,105,Aspirin,Cardio,204,30,6,5
5/6/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,84,24,7,7
3/17/2024,3,Giza Health Center,Clinic,Giza,104,Insulin,Diabetes,257,70,4,6
6/9/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,263,58,8,8
3/18/2024,1,Cairo General Hospital,Hospital,Cairo,102,Amoxicillin,Antibiotic,13,80,14,6
3/25/2024,5,Alex Central Hospital,Hospital,Alexandria,104,Insulin,Diabetes,235,41,15,14
2/4/2024,6,Delta Medical Center,Clinic,Mansoura,105,Aspirin,Cardio,163,40,8,8
4/11/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,173,38,17,10
4/6/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,153,72,14,6
2/21/2024,1,Cairo General Hospital,Hospital,Cairo,105,Aspirin,Cardio,289,31,19,1
2/23/2024,6,Delta Medical Center,Clinic,Mansoura,104,Insulin,Diabetes,234,71,11,14
4/14/2024,6,Delta Medical Center,Clinic,Mansoura,101,Paracetamol,Painkiller,265,28,11,4
2/9/2024,3,Giza Health Center,Clinic,Giza,106,Metformin,Diabetes,226,70,14,2
5/2/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,215,54,18,14
5/19/2024,6,Delta Medical Center,Clinic,Mansoura,104,Insulin,Diabetes,28,70,13,12
6/12/2024,5,Alex Central Hospital,Hospital,Alexandria,105,Aspirin,Cardio,53,26,9,11
2/12/2024,6,Delta Medical Center,Clinic,Mansoura,103,Ibuprofen,Painkiller,32,56,14,13
1/28/2024,3,Giza Health Center,Clinic,Giza,104,Insulin,Diabetes,15,26,10,4
5/12/2024,5,Alex Central Hospital,Hospital,Alexandria,106,Metformin,Diabetes,295,57,20,4
4/10/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,247,69,20,12
3/29/2024,5,Alex Central Hospital,Hospital,Alexandria,102,Amoxicillin,Antibiotic,22,50,5,5
1/30/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,82,42,11,6
5/13/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,102,Amoxicillin,Antibiotic,257,42,17,2
6/27/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,241,40,4,5
1/30/2024,1,Cairo General Hospital,Hospital,Cairo,106,Metformin,Diabetes,21,74,12,11
2/12/2024,1,Cairo General Hospital,Hospital,Cairo,106,Metformin,Diabetes,134,53,7,9
5/23/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,228,49,9,13
2/17/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,105,60,15,7
6/6/2024,1,Cairo General Hospital,Hospital,Cairo,106,Metformin,Diabetes,111,48,20,7
6/29/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,101,Paracetamol,Painkiller,119,33,10,13
5/27/2024,6,Delta Medical Center,Clinic,Mansoura,101,Paracetamol,Painkiller,62,71,19,3
2/20/2024,3,Giza Health Center,Clinic,Giza,103,Ibuprofen,Painkiller,244,27,10,11
6/12/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,170,58,14,10
1/30/2024,4,Nasr City Pharmacy,Pharmacy,Cairo,105,Aspirin,Cardio,188,42,16,10
6/29/2024,2,El Amal Pharmacy,Pharmacy,Cairo,106,Metformin,Diabetes,162,78,20,2
3/21/2024,6,Delta Medical Center,Clinic,Mansoura,102,Amoxicillin,Antibiotic,70,35,11,2
6/26/2024,2,El Amal Pharmacy,Pharmacy,Cairo,103,Ibuprofen,Painkiller,82,52,14,7
5/27/2024,5,Alex Central Hospital,Hospital,Alexandria,102,Amoxicillin,Antibiotic,206,47,7,8
6/26/2024,6,Delta Medical Center,Clinic,Mansoura,105,Aspirin,Cardio,98,55,7,8
2/17/2024,3,Giza Health Center,Clinic,Giza,102,Amoxicillin,Antibiotic,171,73,16,10
1/3/2024,1,Cairo General Hospital,Hospital,Cairo,103,Ibuprofen,Painkiller,258,28,8,14
